;t-t0, hr;Atm. pressure, hPa;Average wind speed, m/s;Humidity %;Precipitation, mm;UV level, W/m2;Wind direction, deg;Wind speed, m/s;temp. C;fMin;fMax;fMaxDark;ABS/RC;DIo/RC;ETo/RC;FI;FJ;FK;Fv;PHI_Eo;PHIo;PI;PSIo;Sm;TRo_RC;VI;VJ;VK;Fo;Fm;Mo;Area;Fv/Fm;altaz, degrees;Insolation, kW/m2
2020-10-15 00:55:09;8725.0;992.00708;0.0;86.93625;0.29788;0.0;357.96458;0.0;12.53602;1123.15;2952.0;2733.2;8.72291;3.16146;2.496;2438.58333;2094.27083;1786.47917;1861.57555;0.27977;0.64733;0.16865;0.44155;42.08499;5.56146;0.73855;0.55845;0.38509;1091.64;2953.21555;3.06545;83134.60238;0.63036;-42.22795;
2020-10-15 01:55:09;8726.0;992.0;0.0;89.9575;0.3;0.0;358.0;0.0;12.22439;1131.65;2951.95;2733.2;8.56823;3.14382;2.48616;2432.44583;2088.65417;1782.58333;1854.77333;0.28322;0.64506;0.17664;0.4487;43.13992;5.42441;0.73223;0.5513;0.37836;1101.22667;2956.0;2.93825;84849.8546;0.62746;-38.9657;
2020-10-15 02:55:09;8727.0;991.01417;0.0;93.94333;0.99008;0.0;357.01417;0.0;12.08198;1131.8;2945.8;2733.2;8.09256;2.94595;2.31062;2423.625;2086.15417;1778.49583;1837.55924;0.28214;0.64239;0.18307;0.44987;44.18676;5.14661;0.72953;0.55013;0.37553;1109.13944;2946.69868;2.83599;85888.18894;0.6236;-33.44774;
2020-10-15 03:55:09;8728.0;991.0;0.0;94.98583;1.39433;0.0;357.0;0.0;11.85326;1139.0;2929.55;2733.2;8.52515;3.15675;2.44916;2407.0;2076.20833;1773.86667;1821.80134;0.28188;0.63983;0.1738;0.45092;45.30485;5.36841;0.7267;0.54908;0.37622;1109.21;2931.01134;2.91925;87293.33591;0.62156;-26.38224;
2020-10-15 04:55:09;8729.0;990.03033;0.0;80.45492;0.04246;0.0;332.7582;0.0;13.16875;1145.3;2911.65;2733.2;8.44775;3.16518;2.43227;2388.6625;2060.8625;1766.52917;1798.24105;0.28201;0.63497;0.17445;0.45543;46.20283;5.28257;0.72224;0.54457;0.37325;1117.37;2915.61105;2.8503;88008.90056;0.61676;-18.40291;
2020-10-15 05:55:09;8730.0;990.0;0.0;79.03083;0.0;0.0;337.815;0.0;13.00648;1155.5;2895.0;2733.2;8.19712;3.15198;2.37383;2372.19167;2047.7875;1761.56667;1766.23242;0.28202;0.62738;0.17912;0.46116;47.37533;5.04513;0.71817;0.53884;0.36911;1132.08167;2898.31409;2.67131;88777.38053;0.6094;-10.01941;
2020-10-15 06:55:09;8731.0;989.03083;0.0;80.93833;0.0;0.0;294.3875;0.0;12.39912;1200.85;2887.3;2733.2;8.31764;3.3115;2.46053;2409.77917;2023.72917;1771.62083;1706.73048;0.29188;0.61452;0.18941;0.49046;46.00733;5.00615;0.72882;0.50954;0.35488;1181.01333;2887.74382;2.54562;81610.58011;0.59103;-1.65534;
2020-10-15 07:55:09;8732.0;989.0;0.0;79.06167;0.0;0.62996;291.06167;1.08547;12.89366;1285.5;2884.65;2733.2;10.49741;4.44811;3.10964;2554.52083;2049.7125;1839.30833;1627.20207;0.30125;0.58565;0.15933;0.51405;31.07985;6.0493;0.79628;0.48595;0.35699;1258.215;2885.41707;2.93966;50419.52761;0.56394;6.29691;0.2770667325199398
2020-10-15 08:55:09;8733.0;989.0;0.0;77.09344;0.0;1.46029;292.90656;0.43364;13.31038;799.8;2004.15;2733.2;10.72911;4.17781;2.78437;1876.9875;1475.12083;1288.81667;1229.68691;0.26371;0.61362;0.12156;0.42707;12.7611;6.5513;0.89884;0.57293;0.42078;774.055;2003.74191;3.76692;16022.77764;0.6137;13.43026;0.5235665521928411
2020-10-15 09:55:09;8734.0;989.0;0.0;69.38;0.0;1.3095;326.3375;0.9715;14.07295;1565.3;2704.85;2733.2;19.07845;11.70723;2.55053;2607.53333;2274.45;2100.41667;1157.43878;0.14565;0.40628;0.0266;0.3528;10.00338;7.37122;0.92756;0.6472;0.4941;1546.23083;2703.66961;4.82069;13112.38084;0.4281;19.29823;0.6421240907093432
2020-10-15 10:55:09;8735.0;989.0;0.0;58.5225;0.0;4.68138;244.18;0.07608;16.57698;1405.15;2619.65;2733.2;14.94322;7.65403;2.45987;2550.20833;2206.28333;2006.8375;1245.34526;0.16742;0.49258;0.03586;0.33763;7.53846;7.28919;0.94538;0.66237;0.49854;1373.27167;2618.61693;4.82932;9428.39306;0.47557;23.43089;0.7019406891582961
2020-10-15 11:55:09;8736.0;989.0;0.0;51.3325;0.0;5.8025;216.1875;2.56365;17.70965;1256.15;2752.5;2733.2;12.0423;5.26184;2.68475;2638.95833;2152.16667;1920.40833;1524.6156;0.22736;0.57082;0.08083;0.3966;9.12378;6.78046;0.92835;0.6034;0.44893;1226.97333;2751.58894;4.09572;14233.72711;0.55409;25.41317;0.7259092658367583
2020-10-15 12:55:09;8737.0;989.0;0.0;44.3325;0.0;5.61187;207.38;6.0047;17.63617;1207.8;2732.3;2733.2;11.31439;4.80425;2.66915;2602.34167;2090.67917;1860.20833;1548.68604;0.23623;0.57712;0.0848;0.41;10.37518;6.51014;0.92351;0.59;0.43701;1181.94369;2730.62973;3.84099;16951.53111;0.56715;25.01315;0.7212815306826944
2020-10-15 13:55:09;8738.0;989.0;0.0;44.0;0.0;2.02813;156.5175;2.31238;16.04885;1159.65;2750.1;2733.2;11.4891;4.62702;3.03066;2590.1875;2022.65833;1795.60417;1622.08237;0.26367;0.59903;0.10335;0.44128;12.29806;6.86208;0.90914;0.55872;0.41508;1126.98167;2749.06404;3.83143;20897.86193;0.59005;22.27869;0.6867226521092872
2020-10-15 14:55:09;8739.0;989.0;0.0;44.0;0.0;2.0405;235.915;4.96798;15.38898;1146.0;2806.4;2733.2;10.725;4.18773;2.95707;2615.50833;2032.14167;1795.7;1692.84132;0.27573;0.61316;0.1238;0.45095;15.13502;6.53728;0.89594;0.54905;0.40535;1112.78333;2805.62466;3.58021;27238.37865;0.60337;17.51577;0.6111242647989218
2020-10-15 15:55:09;8740.0;989.0;0.0;43.0475;0.0;1.33563;202.8525;0.31893;15.83625;1140.65;2842.45;2733.2;10.63352;4.08879;3.15218;2599.9375;2001.65;1778.1375;1731.48912;0.29703;0.61989;0.14599;0.48031;18.40163;6.54473;0.86869;0.51969;0.387;1110.17;2841.65912;3.39255;33647.88744;0.60932;11.1694;0.4617350268041755
2020-10-15 16:55:09;8741.0;989.0;0.0;45.8575;0.0;0.25225;291.4875;1.77545;14.62175;1123.35;2878.7;2733.2;10.28046;3.82115;3.2444;2580.12917;1976.52083;1749.48333;1786.57933;0.31696;0.63298;0.17553;0.50167;23.00569;6.45931;0.83891;0.49833;0.3687;1091.89333;2878.47267;3.21491;42387.76143;0.62067;3.70608;0.1392169002500307
2020-10-15 17:55:09;8742.0;989.0;0.0;48.8575;0.0;0.05712;255.0425;0.11692;13.67417;1078.3;2902.85;2733.2;9.54675;3.37996;2.63079;2510.15417;2080.55833;1776.55;1862.71203;0.26349;0.65277;0.13918;0.41112;28.52551;6.16678;0.80421;0.58888;0.41235;1041.03;2903.74203;3.536;56830.09444;0.64149;-4.44275;
2020-10-15 18:55:09;8743.0;989.0;0.0;49.0;0.0;0.00237;272.05;0.92535;13.249;1053.5;2911.95;2733.2;7.88199;2.69826;1.87356;2491.67083;2204.97917;1829.47083;1890.4373;0.23581;0.66061;0.13919;0.36103;32.10601;5.18373;0.7904;0.63897;0.43384;1024.53393;2914.97123;3.31017;64457.54114;0.64853;-12.88058;
2020-10-15 19:55:09;8744.0;989.0;0.0;49.93689;0.0;0.0;273.0;2.37533;13.04262;1051.15;2909.35;2733.2;7.73971;2.65521;1.91948;2468.95417;2178.98333;1808.3125;1890.15082;0.24581;0.66201;0.15326;0.37497;33.88695;5.0845;0.77902;0.62503;0.42359;1019.83857;2909.9894;3.16503;67620.64097;0.64954;-21.21274;
2020-10-15 20:55:09;8745.0;989.0;0.0;50.0;0.0;0.0;163.5075;2.22668;13.22653;1058.3;2907.1;2733.2;7.80948;2.68731;2.00808;2453.225;2149.36667;1791.34583;1882.85673;0.25507;0.66039;0.16051;0.39058;35.5681;5.12218;0.76987;0.60942;0.41364;1025.9;2908.75673;3.11409;70493.01781;0.64731;-28.99582;
2020-10-15 21:55:09;8746.0;988.06417;0.0;50.0;0.0;0.0;256.13417;1.24609;13.24;1058.85;2897.5;2733.2;7.78778;2.68199;2.03512;2434.3375;2130.5625;1777.93333;1872.43429;0.25992;0.65888;0.16535;0.39917;37.18977;5.10579;0.76198;0.60083;0.40735;1029.21571;2901.65;3.07067;73153.37323;0.6453;-35.683;
2020-10-15 22:55:09;8747.0;988.0;0.0;52.8075;0.0;0.0;291.075;1.11449;12.84695;1061.0;2892.25;2733.2;7.84596;2.71356;2.02259;2425.38333;2138.7375;1780.4;1867.4328;0.25616;0.6584;0.16045;0.39347;38.13915;5.1324;0.75941;0.60653;0.41005;1027.815;2895.2478;3.1098;74776.3612;0.645;-40.60153;
2020-10-15 23:55:09;8748.0;988.0;0.0;54.87167;0.0;0.0;262.1175;0.08058;12.13684;1068.0;2888.3;2733.2;7.29722;2.53127;1.87119;2415.02917;2134.40833;1774.36667;1847.61493;0.25631;0.65344;0.17071;0.39741;38.98038;4.76595;0.75399;0.60259;0.4036;1042.96833;2890.58326;2.89476;75688.46088;0.63918;-43.05076;
2020-10-16 00:55:09;8749.0;988.0;0.0;55.93583;0.0;0.0;301.17667;0.01936;11.88412;1068.35;2879.8;2733.2;7.60242;2.64754;1.96608;2401.725;2123.04167;1768.49583;1841.16751;0.25803;0.65343;0.16583;0.40008;39.94674;4.95488;0.75086;0.59992;0.40343;1039.56857;2880.73608;2.9888;77221.67979;0.63913;-42.58645;
2020-10-16 01:55:09;8750.0;988.0;0.0;59.3075;0.0;0.0;313.50833;0.8891;11.50823;1075.2;2867.65;2733.2;7.47935;2.63878;1.9542;2385.56667;2107.59167;1757.3625;1821.11457;0.26063;0.6492;0.17025;0.40678;41.06605;4.84057;0.74556;0.59322;0.39728;1047.54929;2868.66386;2.88637;78574.1686;0.63483;-39.30031;
2020-10-16 02:55:09;8751.0;988.0;0.0;61.43583;0.0;0.0;346.02667;1.1509;11.00722;1084.7;2858.45;2733.2;7.50403;2.68029;1.98499;2368.97917;2090.99583;1748.12083;1802.1569;0.26371;0.64525;0.17251;0.41485;42.75188;4.82375;0.73846;0.58515;0.39136;1057.21286;2859.36975;2.83875;80879.67121;0.63026;-33.75662;
2020-10-16 03:55:09;8752.0;988.0;0.0;62.87167;0.0;0.0;344.845;0.0;10.49259;1091.65;2854.65;2733.2;7.52525;2.74033;2.00871;2363.85;2085.4;1745.40417;1790.78386;0.26497;0.64181;0.1736;0.41895;42.72083;4.78492;0.73578;0.58105;0.38747;1065.30536;2856.08922;2.77621;80320.85717;0.62701;-26.67058;
2020-10-16 04:55:09;8753.0;988.43583;0.0;66.615;0.0;0.0;355.0;0.0;9.86647;1107.7;2845.05;2733.2;7.95406;2.93357;2.18538;2346.625;2051.72083;1733.4;1767.03205;0.2723;0.63692;0.17187;0.43637;44.35808;5.02049;0.72753;0.56363;0.37886;1079.41;2846.44205;2.83511;82099.39403;0.62079;-18.6789;
2020-10-16 05:55:09;8754.0;989.0;0.0;70.87167;0.0;0.0;355.0;0.0;9.22617;1134.0;2858.75;2733.2;8.19571;3.08913;2.26134;2356.25833;2059.87917;1751.625;1754.33434;0.27268;0.6312;0.16752;0.44239;44.95238;5.10658;0.7234;0.55761;0.37687;1105.72;2860.05434;2.84524;82557.38619;0.61339;-10.29172;
2020-10-16 06:55:09;8755.0;989.0;0.0;72.42869;0.0;0.0;355.0;0.39439;9.10002;1157.35;2870.75;2733.2;8.41796;3.24884;2.41385;2357.90417;2037.54583;1754.52917;1740.69844;0.28138;0.62526;0.17405;0.46341;45.84057;5.16912;0.71566;0.53659;0.36738;1131.45786;2872.1563;2.75527;83645.07794;0.60606;-1.93215;
2020-10-16 07:55:09;8756.0;989.0;0.0;72.16167;0.0;0.06288;341.58667;0.53437;9.21353;1235.0;2854.3;2733.2;9.23976;3.85534;2.90662;2387.34583;1962.78333;1762.95;1639.76002;0.31683;0.59271;0.19535;0.53885;45.53683;5.38442;0.72052;0.46115;0.33772;1215.8325;2855.59252;2.4778;77189.74771;0.57423;6.00831;0.2631892745565789
2020-10-16 08:55:09;8757.0;989.0;0.0;70.58083;0.0;0.23383;327.19167;0.0;9.34383;1255.2;2835.35;2733.2;8.7332;3.69371;2.71714;2429.2125;1967.35833;1768.37917;1595.35664;0.31258;0.5813;0.19407;0.54024;38.7075;5.03949;0.75145;0.45976;0.33455;1240.26262;2835.61926;2.32235;64381.33855;0.56261;13.12392;0.5158449517341589
2020-10-16 09:55:09;8758.0;989.0;0.0;70.41917;0.0;0.28712;342.22167;0.0;9.06598;1254.85;2840.1;2733.2;9.47382;4.0013;2.85886;2476.53333;1994.34583;1785.90417;1605.15832;0.30321;0.58252;0.16731;0.52287;33.02039;5.47252;0.78002;0.47713;0.34646;1235.87857;2841.03689;2.61367;55723.9135;0.56499;18.97063;0.6366955559530793
2020-10-16 10:55:09;8759.0;989.41917;0.0;71.83833;0.0;0.34671;355.83833;0.22635;8.15532;1269.5;2866.15;2733.2;9.70908;4.07292;2.84907;2518.25417;2034.01667;1817.875;1618.11852;0.29367;0.58172;0.14999;0.50803;30.04075;5.63616;0.79366;0.49197;0.35694;1248.42714;2866.54566;2.78709;51686.70601;0.56448;23.08235;0.6974435235980574
2020-10-16 11:55:09;8760.0;990.0;0.0;73.83833;0.0;0.55;356.16167;0.31365;7.52425;1286.85;2872.75;2733.2;10.35246;4.43597;2.90668;2557.975;2077.74583;1858.05;1613.47266;0.28425;0.5803;0.13938;0.49098;26.91157;5.91649;0.80898;0.50902;0.37209;1259.67;2873.14266;3.00981;45034.30213;0.56157;25.04886;0.721698764834278
2020-10-16 12:55:09;8761.0;990.0;0.0;74.58083;0.0;0.57096;355.41917;0.44432;7.21167;1297.7;2888.35;2733.2;10.44712;4.49453;2.86095;2590.1875;2108.8875;1888.74167;1617.48974;0.2777;0.57913;0.13286;0.48036;24.87191;5.9526;0.82;0.51964;0.38256;1270.73786;2888.22759;3.09165;41825.03035;0.56003;24.64199;0.7168961791590638
2020-10-16 13:55:09;8762.0;990.0;0.0;74.0;0.12575;0.45329;348.87417;0.62826;7.10802;1356.8;3010.1;2733.2;11.41638;4.89562;2.94279;2747.675;2250.71667;2019.7625;1688.16127;0.26292;0.58088;0.11223;0.45171;20.71049;6.52076;0.84555;0.54829;0.41008;1321.935;3010.09627;3.57796;35620.13473;0.56083;21.91;0.6816330345033428
2020-10-16 14:55:09;8763.0;990.41917;0.0;73.58083;0.17425;0.22904;346.545;0.01742;7.07491;1378.35;3092.4;2733.2;11.46075;4.84473;2.97042;2820.70833;2308.11667;2074.58333;1750.51066;0.26336;0.58562;0.11062;0.44921;20.30427;6.61602;0.84737;0.55079;0.41568;1341.76;3092.27066;3.6456;36749.60247;0.56609;17.15593;0.6044038141872959
2020-10-16 15:55:09;8764.0;991.41917;0.0;72.58083;0.0;0.13712;353.2275;0.0;6.63784;738.85;2061.85;2733.2;9.41844;3.25775;2.8631;1854.5375;1434.71667;1244.62083;1348.37649;0.30399;0.65411;0.17444;0.4647;19.28677;6.16069;0.84666;0.5353;0.39431;712.99;2061.36649;3.29759;26018.17769;0.65412;10.82064;0.4510993244969246
2020-10-16 16:55:09;8765.0;992.0;0.0;69.90417;0.0;0.09192;205.48333;0.00419;6.12461;1350.7;3168.9;2733.2;10.6594;4.31086;3.06943;2809.2375;2274.7375;2040.53333;1851.71276;0.29252;0.60443;0.14846;0.48365;26.42752;6.34855;0.808;0.51635;0.38829;1317.15;3168.86276;3.27912;49997.08688;0.58435;3.36714;0.1194326794907696
2020-10-16 17:55:09;8766.0;992.41917;0.0;65.7425;0.0;0.08712;128.72;0.44174;5.65976;1317.0;3217.05;2733.2;9.86082;3.86853;2.61636;2797.22083;2355.29583;2059.88333;1935.79753;0.25853;0.62342;0.12889;0.42373;29.39571;5.9923;0.7903;0.57627;0.41139;1281.48286;3217.28039;3.37593;59358.37787;0.60169;-4.77538;
2020-10-16 18:55:09;8767.0;993.0;0.0;64.4123;0.0;0.0;319.50082;0.61121;5.29456;1280.3;3244.95;2733.2;9.08151;3.39057;2.21121;2777.04583;2437.75417;2076.575;2000.16227;0.23795;0.6373;0.12079;0.38188;32.75322;5.69094;0.77767;0.61812;0.42639;1245.27571;3245.43799;3.47973;69933.52445;0.6163;-13.21175;
2020-10-16 19:55:09;8768.0;993.4025;0.0;66.61;0.0;0.0;347.365;0.03622;4.71945;1285.85;3229.55;2733.2;9.1155;3.45687;2.2607;2736.725;2419.2625;2069.75833;1983.41333;0.24093;0.63464;0.12417;0.38858;34.83929;5.65863;0.76294;0.61142;0.42361;1249.75333;3233.16667;3.39793;74232.26202;0.61346;-21.5479;
2020-10-16 20:55:09;8769.0;994.4025;0.0;69.4025;0.0;0.0;321.29;0.05378;3.71958;1293.0;3219.8;2733.2;9.26003;3.53674;2.27878;2715.68333;2416.2;2064.375;1964.00335;0.23999;0.63173;0.12092;0.389;37.00563;5.72329;0.75656;0.611;0.42118;1256.57;3220.57335;3.44451;77810.53134;0.60983;-29.34019;
2020-10-16 21:55:09;8770.0;995.4025;0.0;71.2075;0.0;0.0;295.0;0.0;2.99107;1303.15;3211.45;2733.2;9.1613;3.51814;2.26667;2700.00417;2407.01667;2060.96667;1948.59143;0.24222;0.62902;0.1234;0.39485;38.77813;5.64316;0.74907;0.60515;0.41767;1266.68;3215.27143;3.37649;80936.11194;0.60604;-36.03985;
2020-10-16 22:55:09;8771.0;996.0;0.0;71.12167;0.0;0.0;293.12167;0.0;3.15372;694.0;2140.9;2733.2;7.57523;2.34726;1.73324;1845.85;1652.01667;1334.61667;1478.41857;0.2287;0.69025;0.14583;0.33137;28.1479;5.22796;0.79979;0.66863;0.454;663.43;2141.84857;3.49473;41618.53741;0.69025;-40.96924;
2020-10-16 23:55:09;8772.0;996.0;0.0;66.455;0.0;0.0;288.455;0.0;4.10705;1314.35;3180.9;2733.2;8.83331;3.50133;2.26762;2653.09167;2356.82917;2028.47083;1898.29814;0.25095;0.61975;0.13629;0.41468;41.0377;5.33199;0.73543;0.58532;0.40271;1283.13321;3181.43135;3.06436;83325.79161;0.59668;-43.42007;
2020-10-17 00:55:09;8773.0;996.361;0.0;67.444;0.0;0.0;287.278;0.0;3.99784;1320.5;3182.35;2733.2;9.02322;3.55974;2.30375;2646.97083;2361.0625;2030.08333;1897.79606;0.25056;0.61988;0.13194;0.41404;41.76262;5.46348;0.73177;0.58596;0.40238;1286.06667;3183.86273;3.15973;85149.57042;0.59607;-42.94303;
2020-10-17 01:55:09;8774.0;996.761;0.0;69.044;0.0;0.0;286.478;0.0;3.77384;1347.2;3224.6;2733.2;8.54116;3.36417;2.17154;2679.7125;2391.87083;2054.45417;1910.0247;0.25072;0.61708;0.13704;0.41671;42.51531;5.17698;0.72907;0.58329;0.39784;1317.12429;3227.14898;3.00544;87437.4568;0.59186;-39.63332;
2020-10-17 02:55:09;8775.0;997.0;0.0;71.2075;0.0;0.0;286.0;0.02818;3.57963;1382.65;3272.9;2733.2;8.54907;3.41757;2.1518;2724.0375;2438.45417;2092.90417;1920.71571;0.24842;0.61324;0.1355;0.41521;42.81857;5.1315;0.72916;0.58479;0.39663;1352.85333;3273.56904;2.97969;88353.87968;0.58673;-34.06419;
2020-10-17 03:55:09;8776.0;997.0;0.0;72.195;0.0;0.0;283.585;0.04183;3.79188;1387.85;3239.85;2733.2;8.50225;3.43085;2.15105;2699.1375;2411.0375;2074.45;1882.11053;0.25078;0.60875;0.13785;0.42233;43.35012;5.0714;0.72614;0.57767;0.39153;1357.72;3239.83053;2.92035;87233.44681;0.58093;-26.95794;
2020-10-17 04:55:09;8777.0;997.4025;0.0;70.5975;0.0;0.0;286.44;0.0;4.00655;1375.35;3215.05;2733.2;8.56517;3.44336;2.17761;2666.10833;2390.20417;2053.03333;1872.63812;0.25217;0.60935;0.13773;0.42406;44.30868;5.12181;0.71953;0.57594;0.38893;1344.99667;3217.63479;2.9442;88583.37204;0.58199;-18.95419;
2020-10-17 05:55:09;8778.0;998.0;0.0;70.0;0.0;0.0;252.84672;0.0;3.07802;1380.15;3196.4;2733.2;8.45859;3.41528;2.14638;2654.64167;2377.2875;2043.46667;1846.63951;0.25229;0.60553;0.13835;0.42759;44.27045;5.04332;0.71866;0.57241;0.38533;1351.73786;3198.37737;2.89694;86922.2166;0.57737;-10.56353;
2020-10-17 06:55:09;8779.0;998.0;0.0;72.315;0.0;0.0;217.86667;0.0;1.75015;1431.5;3176.3;2733.2;9.32913;3.9655;2.70834;2636.27917;2278.85417;2013.6375;1773.14289;0.29197;0.57864;0.1576;0.50522;46.76783;5.36363;0.70643;0.49478;0.34795;1404.19;3177.33289;2.65529;87308.84206;0.55806;-2.20855;
2020-10-17 07:55:09;8780.0;998.98426;0.0;82.84259;0.0;0.29528;227.0;0.0;-0.12214;1517.2;3084.8;2733.2;9.67466;4.51371;2.70874;2638.55417;2228.74583;2020.175;1587.80191;0.28035;0.53663;0.13489;0.52722;41.19653;5.16095;0.73391;0.47278;0.33772;1498.27857;3086.08048;2.4522;70397.37163;0.5145;5.72014;0.2489484053630645
2020-10-17 08:55:09;8781.0;999.0;0.0;81.02833;0.0;1.58158;228.97167;0.0;1.7428;1562.3;2896.9;2733.2;11.25288;5.91799;2.49486;2591.85417;2224.12083;2026.8625;1350.68159;0.22165;0.47414;0.07233;0.47003;27.62916;5.33489;0.80255;0.52997;0.37695;1546.8746;2897.55619;2.84003;44408.89039;0.46615;12.81821;0.5079477151641629
2020-10-17 09:55:09;8782.0;999.0;0.21688;66.2125;0.0;1.94504;230.97167;0.9464;5.09226;1565.65;2601.4;2733.2;17.00954;10.55838;2.7125;2429.19167;2130.5;1965.65417;1051.9338;0.16572;0.38679;0.03166;0.42405;18.73248;6.45116;0.85681;0.57595;0.41295;1547.93667;2599.87046;3.73866;22435.6391;0.40461;18.644;0.6311669700611874
2020-10-17 10:55:09;8783.0;999.0;0.35802;58.11333;0.0;4.95679;201.425;0.04318;7.40742;1386.35;2131.9;2733.2;18.74891;12.19875;2.765;2012.925;1798.79583;1684.64583;755.79901;0.14604;0.34844;0.02068;0.4177;17.9632;6.55016;0.87178;0.5823;0.41512;1374.92222;2130.72124;3.78516;15203.80368;0.35472;22.73526;0.692874641211838
2020-10-17 11:55:09;8784.0;999.0;0.0051;57.01417;0.0;3.57054;244.37667;0.82852;6.31615;1258.2;2312.2;2733.2;14.48061;7.72056;2.9237;2126.27917;1822.8625;1659.59167;1074.44915;0.20248;0.46671;0.0476;0.4345;21.15662;6.76005;0.84548;0.5655;0.40855;1237.25333;2311.70248;3.83635;26071.12671;0.46479;24.68652;0.717427051703903
2020-10-17 12:55:09;8785.0;999.0;0.10844;56.01417;0.0;2.56417;249.92917;0.0119;6.49717;1257.8;2483.55;2733.2;12.91169;6.29095;2.74864;2305.73333;1953.95417;1763.78333;1248.52794;0.21286;0.51547;0.05888;0.41548;17.05558;6.62074;0.8654;0.58452;0.42926;1234.15;2482.67794;3.8721;22517.37219;0.5029;24.27325;0.7124495348842189
2020-10-17 13:55:09;8786.0;998.01417;0.07057;54.02833;0.0;1.76133;343.65417;0.0;7.21966;1236.85;2543.9;2733.2;12.24749;5.69779;2.73998;2353.31667;1970.27083;1767.3125;1333.93369;0.22354;0.5359;0.06814;0.41967;17.58681;6.5497;0.86718;0.58033;0.42554;1209.43;2543.36369;3.80972;25502.82194;0.52448;21.54404;0.6764697354704738
2020-10-17 14:55:09;8787.0;998.0;0.00099;55.97167;0.0;1.45425;268.105;0.0;6.24417;1243.8;2566.75;2733.2;12.50398;5.8219;2.77082;2375.19167;1992.29583;1789.43333;1352.11706;0.2212;0.53587;0.06542;0.41467;17.6573;6.68208;0.8678;0.58533;0.43208;1214.05;2566.16706;3.91126;25900.84844;0.5269;16.79901;0.597571074106915
2020-10-17 15:55:09;8788.0;998.0;0.03943;56.98583;0.0;0.75992;336.99417;0.0;5.72722;1196.0;2651.5;2733.2;11.54176;4.97403;2.9887;2392.82083;1959.13333;1749.03333;1483.23422;0.25851;0.57102;0.09677;0.45577;22.13357;6.56773;0.83789;0.54423;0.39915;1167.975;2651.20922;3.57903;35823.6507;0.55946;10.47493;0.4402298173770586
2020-10-17 16:55:09;8789.0;997.01417;0.21745;63.90083;0.0;0.1585;6.76;1.29144;4.86232;1163.35;2685.85;2733.2;9.99419;4.17449;2.79484;2370.48333;1936.72917;1715.4125;1546.47384;0.27978;0.58674;0.13326;0.47867;27.38614;5.8197;0.80738;0.52133;0.3769;1141.33694;2687.81078;3.02486;45787.2716;0.57537;3.03137;0.0997831165790531
2020-10-17 17:55:09;8790.0;997.0;0.07212;65.97167;0.0;0.15;347.04167;1.25085;4.16978;1131.85;2706.0;2733.2;9.372;3.70643;2.13375;2363.94583;2082.99583;1763.825;1607.62995;0.22618;0.60976;0.10113;0.37645;29.16007;5.66557;0.79698;0.62355;0.42062;1100.23;2707.85995;3.53182;50076.35975;0.59369;-5.10475;
2020-10-17 18:55:09;8791.0;996.01417;0.35589;66.0;0.0;0.00212;354.9575;0.01771;3.94312;1133.85;2713.95;2733.2;8.88997;3.5228;1.92763;2362.64583;2112.6;1782.025;1609.70421;0.21341;0.61126;0.0983;0.35865;30.68151;5.36717;0.79175;0.64135;0.43036;1104.64667;2714.35088;3.43954;52573.9486;0.59303;-13.53957;
2020-10-17 19:55:09;8792.0;995.01417;0.22198;69.94333;0.0;0.0;18.83083;0.03943;2.48097;1140.35;2721.3;2733.2;8.67969;3.48705;1.89107;2361.15417;2121.825;1789.86667;1610.84192;0.21277;0.60999;0.10132;0.35905;32.17623;5.19264;0.78488;0.64095;0.42919;1112.15714;2722.99907;3.30157;54907.2356;0.59157;-21.87966;
2020-10-17 20:55:09;8793.0;995.0;0.07212;70.98583;0.0;0.0;14.0;2.79048;2.59802;1144.85;2712.1;2733.2;8.58077;3.42827;1.87837;2346.35;2107.04583;1779.69583;1595.12989;0.21643;0.60754;0.10418;0.36705;34.04762;5.1525;0.77905;0.63295;0.42319;1117.53643;2712.66631;3.27413;57056.02598;0.58803;-29.68119;
2020-10-17 21:55:09;8794.0;994.01417;0.13901;73.9575;0.0;0.0;21.88667;0.04009;2.32397;1149.85;2703.25;2733.2;8.5599;3.463;1.91741;2330.1;2087.97917;1770.82917;1581.36802;0.22081;0.60433;0.10778;0.37686;35.26303;5.0969;0.77214;0.62314;0.4179;1122.60167;2703.96969;3.1795;58380.60124;0.58483;-36.39354;
2020-10-17 22:55:09;8795.0;992.05;0.049;70.75;0.0;0.0;202.7;1.0725;2.957;1175.65;2717.2;2733.2;8.78469;3.60818;1.98125;2343.32083;2095.32917;1786.525;1571.30264;0.22247;0.59916;0.10613;0.38349;35.88294;5.17652;0.76988;0.61651;0.41525;1146.245;2717.54764;3.19526;58942.95658;0.57821;-41.33414;
2020-10-17 23:55:09;8796.0;990.53083;0.0;71.34583;0.14075;0.0;174.26333;0.87588;3.10764;1203.15;2747.45;2733.2;8.86122;3.72337;2.00948;2366.26667;2119.11667;1812.17917;1571.18779;0.22298;0.59367;0.10626;0.38787;36.1066;5.13785;0.76499;0.61213;0.4118;1177.3881;2748.57589;3.12836;59357.2516;0.57164;-43.787;
